,Dataset,Number of Keypoints,Detector/Descriptor
305,Quarry0.50,95.31,MSER+SIFT
306,Quarry0.50,86.12,MSER+SIFT
307,Quarry0.50,91.27,MSER+SIFT
308,Quarry0.50,87.41,MSER+SIFT
309,Quarry0.50,84.44,MSER+SIFT
310,Quarry0.50,86.31,MSER+SIFT
311,Quarry0.50,82.87,MSER+SIFT
312,Quarry0.50,97.52,MSER+SIFT
313,Quarry0.50,99.15,MSER+SIFT
314,Quarry0.50,115.7,MSER+SIFT
315,Quarry0.50,104.58,MSER+SIFT
316,Quarry0.50,124.91,MSER+SIFT
317,Quarry0.50,115.68,MSER+SIFT
318,Quarry0.50,105.65,MSER+SIFT
319,Quarry0.50,91.7,MSER+SIFT
320,Quarry0.50,96.92,MSER+SIFT
321,Quarry0.50,83.73,MSER+SIFT
322,Quarry0.50,92.76,MSER+SIFT
323,Quarry0.50,96.56,MSER+SIFT
324,Quarry0.50,106.38,MSER+SIFT
325,Quarry0.50,111.04,MSER+SIFT
326,Quarry0.50,117.33,MSER+SIFT
327,Quarry0.50,125.43,MSER+SIFT
328,Quarry0.50,106.47,MSER+SIFT
329,Quarry0.50,125.22,MSER+SIFT
330,Quarry0.50,127.86,MSER+SIFT
331,Quarry0.50,128.04,MSER+SIFT
332,Quarry0.50,124.45,MSER+SIFT
333,Quarry0.50,118.14,MSER+SIFT
334,Quarry0.50,110.03,MSER+SIFT
335,Quarry0.50,101.71,MSER+SIFT
336,Quarry0.50,105.66,MSER+SIFT
337,Quarry0.50,106.39,MSER+SIFT
338,Quarry0.50,110.49,MSER+SIFT
339,Quarry0.50,111.39,MSER+SIFT
340,Quarry0.50,118.81,MSER+SIFT
341,Quarry0.50,112.34,MSER+SIFT
342,Quarry0.50,119.09,MSER+SIFT
343,Quarry0.50,122.67,MSER+SIFT
344,Quarry0.50,115.71,MSER+SIFT
345,Quarry0.50,108.5,MSER+SIFT
346,Quarry0.50,108.53,MSER+SIFT
347,Quarry0.50,111.85,MSER+SIFT
348,Quarry0.50,113.35,MSER+SIFT
349,Quarry0.50,123.84,MSER+SIFT
350,Quarry0.50,128.95,MSER+SIFT
351,Quarry0.50,84.52,MSER+SIFT
352,Quarry0.50,77.33,MSER+SIFT
353,Quarry0.50,81.68,MSER+SIFT
354,Quarry0.50,80.66,MSER+SIFT
355,Quarry0.50,87.09,MSER+SIFT
356,Quarry0.50,83.58,MSER+SIFT
357,Quarry0.50,85.56,MSER+SIFT
358,Quarry0.50,97.38,MSER+SIFT
359,Quarry0.50,110.41,MSER+SIFT
360,Quarry0.50,107.7,MSER+SIFT
361,Quarry0.50,99.69,MSER+SIFT
362,Quarry0.50,105.23,MSER+SIFT
363,Quarry0.50,100.51,MSER+SIFT
364,Quarry0.50,81.92,MSER+SIFT
365,Quarry0.50,86.29,MSER+SIFT
366,Quarry0.50,76.42,MSER+SIFT
367,Quarry0.50,74.12,MSER+SIFT
368,Quarry0.50,81.38,MSER+SIFT
369,Quarry0.50,88.23,MSER+SIFT
370,Quarry0.50,88.79,MSER+SIFT
371,Quarry0.50,99.92,MSER+SIFT
372,Quarry0.50,100.31,MSER+SIFT
373,Quarry0.50,102.29,MSER+SIFT
374,Quarry0.50,101.33,MSER+SIFT
375,Quarry0.50,112.96,MSER+SIFT
376,Quarry0.50,125.93,MSER+SIFT
377,Quarry0.50,130.74,MSER+SIFT
378,Quarry0.50,124.38,MSER+SIFT
379,Quarry0.50,116.65,MSER+SIFT
380,Quarry0.50,114.67,MSER+SIFT
381,Quarry0.50,109.76,MSER+SIFT
382,Quarry0.50,106.45,MSER+SIFT
383,Quarry0.50,97.47,MSER+SIFT
384,Quarry0.50,88.07,MSER+SIFT
385,Quarry0.50,94.42,MSER+SIFT
386,Quarry0.50,93.47,MSER+SIFT
387,Quarry0.50,88.52,MSER+SIFT
388,Quarry0.50,85.51,MSER+SIFT
389,Quarry0.50,92.22,MSER+SIFT
390,Quarry0.50,91.08,MSER+SIFT
391,Quarry0.50,106.79,MSER+SIFT
392,Quarry0.50,113.59,MSER+SIFT
393,Quarry0.50,112.88,MSER+SIFT
394,Quarry0.50,122.61,MSER+SIFT
395,Quarry0.50,127.95,MSER+SIFT
396,Quarry0.50,116.58,MSER+SIFT
397,Quarry0.50,119.33,MSER+SIFT
398,Quarry0.50,104.24,MSER+SIFT
399,Quarry0.50,96.85,MSER+SIFT
400,Quarry0.50,200.0,ORB
401,Quarry0.50,200.0,ORB
402,Quarry0.50,200.0,ORB
403,Quarry0.50,200.0,ORB
404,Quarry0.50,200.0,ORB
405,Quarry0.50,200.0,ORB
406,Quarry0.50,200.0,ORB
407,Quarry0.50,200.0,ORB
408,Quarry0.50,200.0,ORB
409,Quarry0.50,200.0,ORB
410,Quarry0.50,200.0,ORB
411,Quarry0.50,200.0,ORB
412,Quarry0.50,200.0,ORB
413,Quarry0.50,200.0,ORB
414,Quarry0.50,200.0,ORB
415,Quarry0.50,200.0,ORB
416,Quarry0.50,200.0,ORB
417,Quarry0.50,200.0,ORB
418,Quarry0.50,200.0,ORB
419,Quarry0.50,200.0,ORB
420,Quarry0.50,200.0,ORB
421,Quarry0.50,200.0,ORB
422,Quarry0.50,200.0,ORB
423,Quarry0.50,200.0,ORB
424,Quarry0.50,200.0,ORB
425,Quarry0.50,200.0,ORB
426,Quarry0.50,200.0,ORB
427,Quarry0.50,200.0,ORB
428,Quarry0.50,200.0,ORB
429,Quarry0.50,200.0,ORB
430,Quarry0.50,200.0,ORB
431,Quarry0.50,200.0,ORB
432,Quarry0.50,200.0,ORB
433,Quarry0.50,200.0,ORB
434,Quarry0.50,200.0,ORB
435,Quarry0.50,200.0,ORB
436,Quarry0.50,200.0,ORB
437,Quarry0.50,200.0,ORB
438,Quarry0.50,200.0,ORB
439,Quarry0.50,200.0,ORB
440,Quarry0.50,200.0,ORB
441,Quarry0.50,200.0,ORB
442,Quarry0.50,200.0,ORB
443,Quarry0.50,200.0,ORB
444,Quarry0.50,200.0,ORB
445,Quarry0.50,200.0,ORB
446,Quarry0.50,200.0,ORB
447,Quarry0.50,200.0,ORB
448,Quarry0.50,200.0,ORB
449,Quarry0.50,200.0,ORB
450,Quarry0.50,200.0,ORB
451,Quarry0.50,200.0,ORB
452,Quarry0.50,200.0,ORB
453,Quarry0.50,200.0,ORB
454,Quarry0.50,200.0,ORB
455,Quarry0.50,200.0,ORB
456,Quarry0.50,200.0,ORB
457,Quarry0.50,200.0,ORB
458,Quarry0.50,200.0,ORB
459,Quarry0.50,200.0,ORB
460,Quarry0.50,200.0,ORB
461,Quarry0.50,200.0,ORB
462,Quarry0.50,200.0,ORB
463,Quarry0.50,200.0,ORB
464,Quarry0.50,200.0,ORB
465,Quarry0.50,200.0,ORB
466,Quarry0.50,200.0,ORB
467,Quarry0.50,200.0,ORB
468,Quarry0.50,200.0,ORB
469,Quarry0.50,200.0,ORB
470,Quarry0.50,200.0,ORB
471,Quarry0.50,200.0,ORB
472,Quarry0.50,200.0,ORB
473,Quarry0.50,200.0,ORB
474,Quarry0.50,200.0,ORB
475,Quarry0.50,200.0,ORB
476,Quarry0.50,200.0,ORB
477,Quarry0.50,200.0,ORB
478,Quarry0.50,200.0,ORB
479,Quarry0.50,200.0,ORB
480,Quarry0.50,200.0,ORB
481,Quarry0.50,200.0,ORB
482,Quarry0.50,200.0,ORB
483,Quarry0.50,200.0,ORB
484,Quarry0.50,200.0,ORB
485,Quarry0.50,200.0,ORB
486,Quarry0.50,200.0,ORB
487,Quarry0.50,200.0,ORB
488,Quarry0.50,200.0,ORB
489,Quarry0.50,200.0,ORB
490,Quarry0.50,200.0,ORB
491,Quarry0.50,200.0,ORB
492,Quarry0.50,200.0,ORB
493,Quarry0.50,200.0,ORB
494,Quarry0.50,200.0,ORB
495,Quarry0.50,200.0,ORB
496,Quarry0.50,200.0,ORB
497,Quarry0.50,200.0,ORB
498,Quarry0.50,200.0,ORB
499,Quarry0.50,200.0,ORB
500,Quarry0.50,,STAR+BRIEF
501,Quarry0.50,,STAR+BRIEF
502,Quarry0.50,,STAR+BRIEF
503,Quarry0.50,,STAR+BRIEF
504,Quarry0.50,,STAR+BRIEF
505,Quarry0.50,,STAR+BRIEF
506,Quarry0.50,,STAR+BRIEF
507,Quarry0.50,,STAR+BRIEF
508,Quarry0.50,,STAR+BRIEF
509,Quarry0.50,,STAR+BRIEF
510,Quarry0.50,,STAR+BRIEF
511,Quarry0.50,,STAR+BRIEF
512,Quarry0.50,,STAR+BRIEF
513,Quarry0.50,,STAR+BRIEF
514,Quarry0.50,,STAR+BRIEF
515,Quarry0.50,,STAR+BRIEF
516,Quarry0.50,,STAR+BRIEF
517,Quarry0.50,,STAR+BRIEF
518,Quarry0.50,,STAR+BRIEF
519,Quarry0.50,,STAR+BRIEF
520,Quarry0.50,,STAR+BRIEF
521,Quarry0.50,,STAR+BRIEF
522,Quarry0.50,,STAR+BRIEF
523,Quarry0.50,,STAR+BRIEF
524,Quarry0.50,,STAR+BRIEF
525,Quarry0.50,,STAR+BRIEF
526,Quarry0.50,,STAR+BRIEF
527,Quarry0.50,,STAR+BRIEF
528,Quarry0.50,,STAR+BRIEF
529,Quarry0.50,,STAR+BRIEF
530,Quarry0.50,,STAR+BRIEF
531,Quarry0.50,,STAR+BRIEF
532,Quarry0.50,,STAR+BRIEF
533,Quarry0.50,,STAR+BRIEF
534,Quarry0.50,,STAR+BRIEF
535,Quarry0.50,,STAR+BRIEF
536,Quarry0.50,,STAR+BRIEF
537,Quarry0.50,,STAR+BRIEF
538,Quarry0.50,,STAR+BRIEF
539,Quarry0.50,,STAR+BRIEF
540,Quarry0.50,,STAR+BRIEF
541,Quarry0.50,,STAR+BRIEF
542,Quarry0.50,,STAR+BRIEF
543,Quarry0.50,,STAR+BRIEF
544,Quarry0.50,,STAR+BRIEF
545,Quarry0.50,,STAR+BRIEF
546,Quarry0.50,,STAR+BRIEF
547,Quarry0.50,,STAR+BRIEF
548,Quarry0.50,,STAR+BRIEF
549,Quarry0.50,,STAR+BRIEF
550,Quarry0.50,,STAR+BRIEF
551,Quarry0.50,,STAR+BRIEF
552,Quarry0.50,,STAR+BRIEF
553,Quarry0.50,,STAR+BRIEF
554,Quarry0.50,,STAR+BRIEF
555,Quarry0.50,,STAR+BRIEF
556,Quarry0.50,,STAR+BRIEF
557,Quarry0.50,,STAR+BRIEF
558,Quarry0.50,,STAR+BRIEF
559,Quarry0.50,,STAR+BRIEF
560,Quarry0.50,,STAR+BRIEF
561,Quarry0.50,,STAR+BRIEF
562,Quarry0.50,,STAR+BRIEF
563,Quarry0.50,,STAR+BRIEF
564,Quarry0.50,,STAR+BRIEF
565,Quarry0.50,,STAR+BRIEF
566,Quarry0.50,,STAR+BRIEF
567,Quarry0.50,,STAR+BRIEF
568,Quarry0.50,,STAR+BRIEF
569,Quarry0.50,,STAR+BRIEF
570,Quarry0.50,,STAR+BRIEF
571,Quarry0.50,,STAR+BRIEF
572,Quarry0.50,,STAR+BRIEF
573,Quarry0.50,,STAR+BRIEF
574,Quarry0.50,,STAR+BRIEF
575,Quarry0.50,,STAR+BRIEF
576,Quarry0.50,,STAR+BRIEF
577,Quarry0.50,,STAR+BRIEF
578,Quarry0.50,,STAR+BRIEF
579,Quarry0.50,,STAR+BRIEF
580,Quarry0.50,,STAR+BRIEF
581,Quarry0.50,,STAR+BRIEF
582,Quarry0.50,,STAR+BRIEF
583,Quarry0.50,,STAR+BRIEF
584,Quarry0.50,,STAR+BRIEF
585,Quarry0.50,,STAR+BRIEF
586,Quarry0.50,,STAR+BRIEF
587,Quarry0.50,,STAR+BRIEF
588,Quarry0.50,,STAR+BRIEF
589,Quarry0.50,,STAR+BRIEF
590,Quarry0.50,,STAR+BRIEF
591,Quarry0.50,,STAR+BRIEF
592,Quarry0.50,,STAR+BRIEF
593,Quarry0.50,,STAR+BRIEF
594,Quarry0.50,,STAR+BRIEF
595,Quarry0.50,,STAR+BRIEF
596,Quarry0.50,,STAR+BRIEF
597,Quarry0.50,,STAR+BRIEF
598,Quarry0.50,,STAR+BRIEF
599,Quarry0.50,,STAR+BRIEF
