,Dataset,Number of Keypoints,Detector/Descriptor
750,Quarry0.35,200.0,ORB
751,Quarry0.35,200.0,ORB
752,Quarry0.35,200.0,ORB
753,Quarry0.35,200.0,ORB
754,Quarry0.35,200.0,ORB
755,Quarry0.35,200.0,ORB
756,Quarry0.35,200.0,ORB
757,Quarry0.35,200.0,ORB
758,Quarry0.35,200.0,ORB
759,Quarry0.35,200.0,ORB
760,Quarry0.35,200.0,ORB
761,Quarry0.35,200.0,ORB
762,Quarry0.35,200.0,ORB
763,Quarry0.35,200.0,ORB
764,Quarry0.35,200.0,ORB
765,Quarry0.35,200.0,ORB
766,Quarry0.35,200.0,ORB
767,Quarry0.35,200.0,ORB
768,Quarry0.35,200.0,ORB
769,Quarry0.35,200.0,ORB
770,Quarry0.35,200.0,ORB
771,Quarry0.35,200.0,ORB
772,Quarry0.35,200.0,ORB
773,Quarry0.35,200.0,ORB
774,Quarry0.35,200.0,ORB
775,Quarry0.35,200.0,ORB
776,Quarry0.35,200.0,ORB
777,Quarry0.35,200.0,ORB
778,Quarry0.35,200.0,ORB
779,Quarry0.35,200.0,ORB
780,Quarry0.35,200.0,ORB
781,Quarry0.35,200.0,ORB
782,Quarry0.35,200.0,ORB
783,Quarry0.35,200.0,ORB
784,Quarry0.35,200.0,ORB
785,Quarry0.35,200.0,ORB
786,Quarry0.35,200.0,ORB
787,Quarry0.35,200.0,ORB
788,Quarry0.35,200.0,ORB
789,Quarry0.35,200.0,ORB
790,Quarry0.35,200.0,ORB
791,Quarry0.35,200.0,ORB
792,Quarry0.35,200.0,ORB
793,Quarry0.35,200.0,ORB
794,Quarry0.35,200.0,ORB
795,Quarry0.35,200.0,ORB
796,Quarry0.35,200.0,ORB
797,Quarry0.35,200.0,ORB
798,Quarry0.35,200.0,ORB
799,Quarry0.35,200.0,ORB
800,Quarry0.35,535.38,RootSIFT
801,Quarry0.35,540.26,RootSIFT
802,Quarry0.35,537.85,RootSIFT
803,Quarry0.35,636.16,RootSIFT
804,Quarry0.35,577.6,RootSIFT
805,Quarry0.35,553.1,RootSIFT
806,Quarry0.35,510.49,RootSIFT
807,Quarry0.35,496.86,RootSIFT
808,Quarry0.35,498.21,RootSIFT
809,Quarry0.35,504.71,RootSIFT
810,Quarry0.35,478.6,RootSIFT
811,Quarry0.35,452.34,RootSIFT
812,Quarry0.35,518.35,RootSIFT
813,Quarry0.35,561.42,RootSIFT
814,Quarry0.35,666.71,RootSIFT
815,Quarry0.35,594.73,RootSIFT
816,Quarry0.35,702.06,RootSIFT
817,Quarry0.35,671.51,RootSIFT
818,Quarry0.35,615.92,RootSIFT
819,Quarry0.35,571.67,RootSIFT
820,Quarry0.35,586.98,RootSIFT
821,Quarry0.35,573.11,RootSIFT
822,Quarry0.35,567.85,RootSIFT
823,Quarry0.35,575.03,RootSIFT
824,Quarry0.35,579.35,RootSIFT
825,Quarry0.35,625.96,RootSIFT
826,Quarry0.35,658.48,RootSIFT
827,Quarry0.35,687.17,RootSIFT
828,Quarry0.35,596.27,RootSIFT
829,Quarry0.35,714.2,RootSIFT
830,Quarry0.35,744.79,RootSIFT
831,Quarry0.35,728.84,RootSIFT
832,Quarry0.35,686.61,RootSIFT
833,Quarry0.35,671.26,RootSIFT
834,Quarry0.35,636.27,RootSIFT
835,Quarry0.35,593.83,RootSIFT
836,Quarry0.35,614.82,RootSIFT
837,Quarry0.35,606.45,RootSIFT
838,Quarry0.35,623.25,RootSIFT
839,Quarry0.35,668.51,RootSIFT
840,Quarry0.35,697.76,RootSIFT
841,Quarry0.35,690.5,RootSIFT
842,Quarry0.35,692.19,RootSIFT
843,Quarry0.35,706.34,RootSIFT
844,Quarry0.35,696.32,RootSIFT
845,Quarry0.35,660.46,RootSIFT
846,Quarry0.35,643.63,RootSIFT
847,Quarry0.35,662.55,RootSIFT
848,Quarry0.35,660.31,RootSIFT
849,Quarry0.35,749.31,RootSIFT
850,Quarry0.35,774.85,RootSIFT
851,Quarry0.35,511.07,RootSIFT
852,Quarry0.35,468.7,RootSIFT
853,Quarry0.35,465.96,RootSIFT
854,Quarry0.35,448.77,RootSIFT
855,Quarry0.35,480.42,RootSIFT
856,Quarry0.35,521.4,RootSIFT
857,Quarry0.35,523.91,RootSIFT
858,Quarry0.35,566.76,RootSIFT
859,Quarry0.35,635.16,RootSIFT
860,Quarry0.35,623.55,RootSIFT
861,Quarry0.35,631.86,RootSIFT
862,Quarry0.35,599.47,RootSIFT
863,Quarry0.35,542.85,RootSIFT
864,Quarry0.35,449.93,RootSIFT
865,Quarry0.35,503.54,RootSIFT
866,Quarry0.35,449.41,RootSIFT
867,Quarry0.35,427.31,RootSIFT
868,Quarry0.35,468.56,RootSIFT
869,Quarry0.35,487.45,RootSIFT
870,Quarry0.35,491.49,RootSIFT
871,Quarry0.35,529.75,RootSIFT
872,Quarry0.35,550.99,RootSIFT
873,Quarry0.35,606.66,RootSIFT
874,Quarry0.35,568.45,RootSIFT
875,Quarry0.35,641.23,RootSIFT
876,Quarry0.35,702.91,RootSIFT
877,Quarry0.35,785.88,RootSIFT
878,Quarry0.35,702.9,RootSIFT
879,Quarry0.35,688.84,RootSIFT
880,Quarry0.35,671.13,RootSIFT
881,Quarry0.35,629.85,RootSIFT
882,Quarry0.35,606.5,RootSIFT
883,Quarry0.35,555.17,RootSIFT
884,Quarry0.35,501.69,RootSIFT
885,Quarry0.35,513.79,RootSIFT
886,Quarry0.35,496.17,RootSIFT
887,Quarry0.35,481.71,RootSIFT
888,Quarry0.35,479.28,RootSIFT
889,Quarry0.35,532.03,RootSIFT
890,Quarry0.35,533.92,RootSIFT
891,Quarry0.35,621.78,RootSIFT
892,Quarry0.35,654.74,RootSIFT
893,Quarry0.35,645.44,RootSIFT
894,Quarry0.35,701.68,RootSIFT
895,Quarry0.35,727.09,RootSIFT
896,Quarry0.35,695.66,RootSIFT
897,Quarry0.35,712.53,RootSIFT
898,Quarry0.35,602.12,RootSIFT
899,Quarry0.35,588.7,RootSIFT
900,Quarry0.35,0.5,SIFT
901,Quarry0.35,0.5,SIFT
902,Quarry0.35,0.5,SIFT
903,Quarry0.35,0.51,SIFT
904,Quarry0.35,0.51,SIFT
905,Quarry0.35,0.51,SIFT
906,Quarry0.35,0.51,SIFT
907,Quarry0.35,0.5,SIFT
908,Quarry0.35,0.5,SIFT
909,Quarry0.35,0.5,SIFT
910,Quarry0.35,0.5,SIFT
911,Quarry0.35,0.51,SIFT
912,Quarry0.35,0.51,SIFT
913,Quarry0.35,0.5,SIFT
914,Quarry0.35,0.5,SIFT
915,Quarry0.35,0.5,SIFT
916,Quarry0.35,0.5,SIFT
917,Quarry0.35,0.5,SIFT
918,Quarry0.35,0.5,SIFT
919,Quarry0.35,0.5,SIFT
920,Quarry0.35,0.5,SIFT
921,Quarry0.35,0.5,SIFT
922,Quarry0.35,0.5,SIFT
923,Quarry0.35,0.5,SIFT
924,Quarry0.35,0.5,SIFT
925,Quarry0.35,0.5,SIFT
926,Quarry0.35,0.5,SIFT
927,Quarry0.35,0.5,SIFT
928,Quarry0.35,0.5,SIFT
929,Quarry0.35,0.5,SIFT
930,Quarry0.35,0.5,SIFT
931,Quarry0.35,0.53,SIFT
932,Quarry0.35,0.5,SIFT
933,Quarry0.35,0.5,SIFT
934,Quarry0.35,0.5,SIFT
935,Quarry0.35,0.5,SIFT
936,Quarry0.35,0.5,SIFT
937,Quarry0.35,0.5,SIFT
938,Quarry0.35,0.5,SIFT
939,Quarry0.35,0.5,SIFT
940,Quarry0.35,0.5,SIFT
941,Quarry0.35,0.5,SIFT
942,Quarry0.35,0.5,SIFT
943,Quarry0.35,0.5,SIFT
944,Quarry0.35,0.5,SIFT
945,Quarry0.35,0.52,SIFT
946,Quarry0.35,0.5,SIFT
947,Quarry0.35,0.5,SIFT
948,Quarry0.35,0.5,SIFT
949,Quarry0.35,0.5,SIFT
950,Quarry0.35,0.5,SIFT
951,Quarry0.35,0.5,SIFT
952,Quarry0.35,0.51,SIFT
953,Quarry0.35,0.5,SIFT
954,Quarry0.35,0.5,SIFT
955,Quarry0.35,0.51,SIFT
956,Quarry0.35,0.5,SIFT
957,Quarry0.35,0.5,SIFT
958,Quarry0.35,0.51,SIFT
959,Quarry0.35,0.5,SIFT
960,Quarry0.35,0.51,SIFT
961,Quarry0.35,0.5,SIFT
962,Quarry0.35,0.5,SIFT
963,Quarry0.35,0.5,SIFT
964,Quarry0.35,0.5,SIFT
965,Quarry0.35,0.51,SIFT
966,Quarry0.35,0.5,SIFT
967,Quarry0.35,0.51,SIFT
968,Quarry0.35,0.5,SIFT
969,Quarry0.35,0.5,SIFT
970,Quarry0.35,0.5,SIFT
971,Quarry0.35,0.5,SIFT
972,Quarry0.35,0.5,SIFT
973,Quarry0.35,0.5,SIFT
974,Quarry0.35,0.5,SIFT
975,Quarry0.35,0.5,SIFT
976,Quarry0.35,0.5,SIFT
977,Quarry0.35,0.5,SIFT
978,Quarry0.35,0.5,SIFT
979,Quarry0.35,0.5,SIFT
980,Quarry0.35,0.5,SIFT
981,Quarry0.35,0.5,SIFT
982,Quarry0.35,0.5,SIFT
983,Quarry0.35,0.51,SIFT
984,Quarry0.35,0.5,SIFT
985,Quarry0.35,0.5,SIFT
986,Quarry0.35,0.5,SIFT
987,Quarry0.35,0.5,SIFT
988,Quarry0.35,0.51,SIFT
989,Quarry0.35,0.5,SIFT
990,Quarry0.35,0.5,SIFT
991,Quarry0.35,0.5,SIFT
992,Quarry0.35,0.5,SIFT
993,Quarry0.35,0.5,SIFT
994,Quarry0.35,0.5,SIFT
995,Quarry0.35,0.51,SIFT
996,Quarry0.35,0.5,SIFT
997,Quarry0.35,0.5,SIFT
998,Quarry0.35,0.5,SIFT
999,Quarry0.35,0.5,SIFT
1000,,389.09,STAR+BRIEF
1001,,383.98,STAR+BRIEF
1002,,378.44,STAR+BRIEF
1003,,373.19,STAR+BRIEF
1004,,402.15,STAR+BRIEF
1005,,394.31,STAR+BRIEF
1006,,391.56,STAR+BRIEF
1007,,397.99,STAR+BRIEF
1008,,406.04,STAR+BRIEF
1009,,412.21,STAR+BRIEF
1010,,403.28,STAR+BRIEF
1011,,407.39,STAR+BRIEF
1012,,401.14,STAR+BRIEF
1013,,404.21,STAR+BRIEF
1014,,431.57,STAR+BRIEF
1015,,394.91,STAR+BRIEF
1016,,418.71,STAR+BRIEF
1017,,403.45,STAR+BRIEF
1018,,421.49,STAR+BRIEF
1019,,407.07,STAR+BRIEF
1020,,407.26,STAR+BRIEF
1021,,403.47,STAR+BRIEF
1022,,404.16,STAR+BRIEF
1023,,403.21,STAR+BRIEF
1024,,398.5,STAR+BRIEF
1025,,405.92,STAR+BRIEF
1026,,410.58,STAR+BRIEF
1027,,407.91,STAR+BRIEF
1028,,380.7,STAR+BRIEF
1029,,388.03,STAR+BRIEF
1030,,427.28,STAR+BRIEF
1031,,422.6,STAR+BRIEF
1032,,431.15,STAR+BRIEF
1033,,427.68,STAR+BRIEF
1034,,412.14,STAR+BRIEF
1035,,404.21,STAR+BRIEF
1036,,396.83,STAR+BRIEF
1037,,406.09,STAR+BRIEF
1038,,413.5,STAR+BRIEF
1039,,410.44,STAR+BRIEF
1040,,410.73,STAR+BRIEF
1041,,376.76,STAR+BRIEF
1042,,402.17,STAR+BRIEF
1043,,396.13,STAR+BRIEF
1044,,390.4,STAR+BRIEF
1045,,402.63,STAR+BRIEF
1046,,397.56,STAR+BRIEF
1047,,407.3,STAR+BRIEF
1048,,415.06,STAR+BRIEF
1049,,394.83,STAR+BRIEF
1050,,421.3,STAR+BRIEF
1051,,381.38,STAR+BRIEF
1052,,377.94,STAR+BRIEF
1053,,391.14,STAR+BRIEF
1054,,386.77,STAR+BRIEF
1055,,395.68,STAR+BRIEF
1056,,407.83,STAR+BRIEF
1057,,406.49,STAR+BRIEF
1058,,414.74,STAR+BRIEF
1059,,387.85,STAR+BRIEF
1060,,403.58,STAR+BRIEF
1061,,382.04,STAR+BRIEF
1062,,400.35,STAR+BRIEF
1063,,401.92,STAR+BRIEF
1064,,374.41,STAR+BRIEF
1065,,382.6,STAR+BRIEF
1066,,364.59,STAR+BRIEF
1067,,355.2,STAR+BRIEF
1068,,377.03,STAR+BRIEF
1069,,356.31,STAR+BRIEF
1070,,379.5,STAR+BRIEF
1071,,396.18,STAR+BRIEF
1072,,393.62,STAR+BRIEF
1073,,363.91,STAR+BRIEF
1074,,384.1,STAR+BRIEF
1075,,414.09,STAR+BRIEF
1076,,438.12,STAR+BRIEF
1077,,412.06,STAR+BRIEF
1078,,436.26,STAR+BRIEF
1079,,410.94,STAR+BRIEF
1080,,406.11,STAR+BRIEF
1081,,417.88,STAR+BRIEF
1082,,405.34,STAR+BRIEF
1083,,383.48,STAR+BRIEF
1084,,364.01,STAR+BRIEF
1085,,363.02,STAR+BRIEF
1086,,376.85,STAR+BRIEF
1087,,353.53,STAR+BRIEF
1088,,367.14,STAR+BRIEF
1089,,370.72,STAR+BRIEF
1090,,377.48,STAR+BRIEF
1091,,409.04,STAR+BRIEF
1092,,419.56,STAR+BRIEF
1093,,414.56,STAR+BRIEF
1094,,434.28,STAR+BRIEF
1095,,429.46,STAR+BRIEF
1096,,416.36,STAR+BRIEF
1097,,426.74,STAR+BRIEF
1098,,424.58,STAR+BRIEF
1099,,412.6,STAR+BRIEF
1100,,,SURF
1101,,,SURF
1102,,,SURF
1103,,,SURF
1104,,,SURF
1105,,,SURF
1106,,,SURF
1107,,,SURF
1108,,,SURF
1109,,,SURF
1110,,,SURF
1111,,,SURF
1112,,,SURF
1113,,,SURF
1114,,,SURF
1115,,,SURF
1116,,,SURF
1117,,,SURF
1118,,,SURF
1119,,,SURF
1120,,,SURF
1121,,,SURF
1122,,,SURF
1123,,,SURF
1124,,,SURF
1125,,,SURF
1126,,,SURF
1127,,,SURF
1128,,,SURF
1129,,,SURF
1130,,,SURF
1131,,,SURF
1132,,,SURF
1133,,,SURF
1134,,,SURF
1135,,,SURF
1136,,,SURF
1137,,,SURF
1138,,,SURF
1139,,,SURF
1140,,,SURF
1141,,,SURF
1142,,,SURF
1143,,,SURF
1144,,,SURF
1145,,,SURF
1146,,,SURF
1147,,,SURF
1148,,,SURF
1149,,,SURF
1150,,,SURF
1151,,,SURF
1152,,,SURF
1153,,,SURF
1154,,,SURF
1155,,,SURF
1156,,,SURF
1157,,,SURF
1158,,,SURF
1159,,,SURF
1160,,,SURF
1161,,,SURF
1162,,,SURF
1163,,,SURF
1164,,,SURF
1165,,,SURF
1166,,,SURF
1167,,,SURF
1168,,,SURF
1169,,,SURF
1170,,,SURF
1171,,,SURF
1172,,,SURF
1173,,,SURF
1174,,,SURF
1175,,,SURF
1176,,,SURF
1177,,,SURF
1178,,,SURF
1179,,,SURF
1180,,,SURF
1181,,,SURF
1182,,,SURF
1183,,,SURF
1184,,,SURF
1185,,,SURF
1186,,,SURF
1187,,,SURF
1188,,,SURF
1189,,,SURF
1190,,,SURF
1191,,,SURF
1192,,,SURF
1193,,,SURF
1194,,,SURF
1195,,,SURF
1196,,,SURF
1197,,,SURF
1198,,,SURF
1199,,,SURF
