,Dataset,Number of Keypoints,Detector/Descriptor
141,Quarry0.75,333.3333333333333,ORB
142,Quarry0.75,333.3333333333333,ORB
143,Quarry0.75,333.3333333333333,ORB
144,Quarry0.75,333.3333333333333,ORB
145,Quarry0.75,333.3333333333333,ORB
146,Quarry0.75,333.3333333333333,ORB
147,Quarry0.75,333.3333333333333,ORB
148,Quarry0.75,333.3333333333333,ORB
149,Quarry0.75,333.3333333333333,ORB
150,Quarry0.75,333.3333333333333,ORB
151,Quarry0.75,333.3333333333333,ORB
152,Quarry0.75,333.3333333333333,ORB
153,Quarry0.75,333.3333333333333,ORB
154,Quarry0.75,333.3333333333333,ORB
155,Quarry0.75,333.3333333333333,ORB
156,Quarry0.75,333.3333333333333,ORB
157,Quarry0.75,333.3333333333333,ORB
158,Quarry0.75,333.3333333333333,ORB
159,Quarry0.75,333.3333333333333,ORB
160,Quarry0.75,333.3333333333333,ORB
161,Quarry0.75,333.3333333333333,ORB
162,Quarry0.75,333.3333333333333,ORB
163,Quarry0.75,333.3333333333333,ORB
164,Quarry0.75,333.3333333333333,ORB
165,Quarry0.75,333.3333333333333,ORB
166,Quarry0.75,333.3333333333333,ORB
167,Quarry0.75,333.3333333333333,ORB
168,Quarry0.75,333.3333333333333,ORB
169,Quarry0.75,333.3333333333333,ORB
170,Quarry0.75,333.3333333333333,ORB
171,Quarry0.75,333.3333333333333,ORB
172,Quarry0.75,333.3333333333333,ORB
173,Quarry0.75,333.3333333333333,ORB
174,Quarry0.75,333.3333333333333,ORB
175,Quarry0.75,333.3333333333333,ORB
176,Quarry0.75,333.3333333333333,ORB
177,Quarry0.75,333.3333333333333,ORB
178,Quarry0.75,333.3333333333333,ORB
179,Quarry0.75,333.3333333333333,ORB
180,Quarry0.75,1036.65,STAR+BRIEF
181,Quarry0.75,934.4833333333333,STAR+BRIEF
182,Quarry0.75,1074.8833333333334,STAR+BRIEF
183,Quarry0.75,1045.85,STAR+BRIEF
184,Quarry0.75,1034.8,STAR+BRIEF
185,Quarry0.75,1237.9833333333333,STAR+BRIEF
186,Quarry0.75,1428.2,STAR+BRIEF
187,Quarry0.75,1543.0,STAR+BRIEF
188,Quarry0.75,1258.0333333333333,STAR+BRIEF
189,Quarry0.75,1389.2666666666667,STAR+BRIEF
190,Quarry0.75,1678.3333333333333,STAR+BRIEF
191,Quarry0.75,1609.1166666666666,STAR+BRIEF
192,Quarry0.75,1568.5333333333333,STAR+BRIEF
193,Quarry0.75,1429.2833333333333,STAR+BRIEF
194,Quarry0.75,1206.8833333333334,STAR+BRIEF
195,Quarry0.75,1062.15,STAR+BRIEF
196,Quarry0.75,1002.2833333333333,STAR+BRIEF
197,Quarry0.75,1010.4,STAR+BRIEF
198,Quarry0.75,1121.0166666666667,STAR+BRIEF
199,Quarry0.75,1274.5,STAR+BRIEF
200,Quarry0.75,1370.0333333333333,STAR+BRIEF
201,Quarry0.75,1144.0666666666666,STAR+BRIEF
202,Quarry0.75,1374.5833333333333,STAR+BRIEF
203,Quarry0.75,1372.7833333333333,STAR+BRIEF
204,Quarry0.75,1284.1,STAR+BRIEF
205,Quarry0.75,1321.3,STAR+BRIEF
206,Quarry0.75,1189.6833333333334,STAR+BRIEF
207,Quarry0.75,1316.2166666666667,STAR+BRIEF
208,Quarry0.75,1405.8166666666666,STAR+BRIEF
209,Quarry0.75,1331.1833333333334,STAR+BRIEF
210,Quarry0.75,1691.9666666666667,STAR+BRIEF
211,Quarry0.75,1010.9333333333333,STAR+BRIEF
212,Quarry0.75,1273.5166666666667,STAR+BRIEF
213,Quarry0.75,1273.2333333333333,STAR+BRIEF
214,Quarry0.75,1556.2833333333333,STAR+BRIEF
215,Quarry0.75,1282.5333333333333,STAR+BRIEF
216,Quarry0.75,1537.65,STAR+BRIEF
217,Quarry0.75,1073.4,STAR+BRIEF
218,Quarry0.75,831.6,STAR+BRIEF
219,Quarry0.75,754.8333333333334,STAR+BRIEF
220,Quarry0.75,754.1333333333333,STAR+BRIEF
221,Quarry0.75,829.05,STAR+BRIEF
222,Quarry0.75,858.7166666666667,STAR+BRIEF
223,Quarry0.75,806.6,STAR+BRIEF
224,Quarry0.75,851.0166666666667,STAR+BRIEF
225,Quarry0.75,1122.7666666666667,STAR+BRIEF
226,Quarry0.75,1379.0333333333333,STAR+BRIEF
227,Quarry0.75,1236.8,STAR+BRIEF
228,Quarry0.75,1111.6166666666666,STAR+BRIEF
229,Quarry0.75,1177.1833333333334,STAR+BRIEF
230,Quarry0.75,1122.1833333333334,STAR+BRIEF
231,Quarry0.75,926.35,STAR+BRIEF
232,Quarry0.75,701.55,STAR+BRIEF
233,Quarry0.75,669.9166666666666,STAR+BRIEF
234,Quarry0.75,698.2166666666667,STAR+BRIEF
235,Quarry0.75,753.9333333333333,STAR+BRIEF
236,Quarry0.75,907.6,STAR+BRIEF
237,Quarry0.75,1007.8666666666667,STAR+BRIEF
238,Quarry0.75,1100.1666666666667,STAR+BRIEF
239,Quarry0.75,1098.75,STAR+BRIEF
